,2P%,FT%,TRB,AST,STL,PTS,Pos
12749,0.5,0.667,28,8,8,33,2.0
12750,0.528,0.689,95,12,19,143,2.0
12751,0.469,0.75,854,108,61,1169,2.0
12752,0.506,0.9,171,296,38,1100,4.0
12753,0.514,0.891,119,220,29,756,4.0
12754,0.49,0.918,52,76,9,344,4.0
12755,0.462,0.606,127,51,40,347,4.0
12756,0.0,1.0,10,1,0,5,5.0
12757,0.503,0.848,206,311,82,939,4.0
12758,0.385,0.546,109,127,26,377,4.0
12759,0.43,0.909,97,219,37,555,3.0
12760,0.45,0.799,184,358,85,1074,3.0
12761,0.431,0.523,315,46,41,333,2.0
12762,0.455,0.421,77,10,16,86,2.0
12763,0.513,0.645,212,420,70,522,3.0
12764,0.464,0.714,144,53,43,467,4.0
12765,0.423,0.7,14,23,3,29,4.0
12766,0.374,0.799,229,418,137,608,3.0
12767,0.857,0.667,1,2,0,14,5.0
12768,0.42,0.773,207,226,51,672,5.0
12769,0.373,0.583,28,8,3,58,1.0
12770,0.507,0.618,672,83,53,696,1.0
12771,0.477,0.787,541,182,67,1048,2.0
12772,0.479,0.768,110,12,4,183,2.0
12773,0.558,0.826,317,125,103,613,4.0
12774,0.313,0.636,5,4,2,20,3.0
12775,0.427,0.839,169,230,48,876,4.0
12776,0.429,0.563,23,3,3,30,5.0
12777,0.392,0.766,136,75,43,305,4.0
12778,0.435,0.72,175,286,54,665,4.0
12779,0.464,0.806,330,77,57,720,5.0
12780,0.415,0.571,184,37,38,231,2.0
12781,0.339,0.8,28,37,5,81,4.0
12782,0.623,0.623,321,25,18,421,1.0
12783,0.364,0.429,61,87,21,123,3.0
12784,0.354,0.429,46,57,13,85,3.0
12785,0.458,0.762,425,218,100,1446,4.0
12786,0.496,0.843,186,34,15,420,1.0
12787,0.498,0.517,639,321,94,1327,2.0
12788,0.419,0.714,27,35,7,110,3.0
12789,0.448,0.771,386,47,24,658,1.0
12790,0.43,0.716,189,18,10,262,1.0
12791,0.461,0.806,197,29,14,396,1.0
12792,0.561,0.73,515,130,63,838,2.0
12793,0.434,0.87,33,35,7,182,5.0
12794,0.52,0.652,304,223,81,687,4.0
12795,0.415,0.522,122,52,29,284,4.0
12796,0.44,0.783,212,270,51,876,4.0
12797,0.5,0.746,264,35,22,270,2.0
12798,0.486,0.728,150,63,47,472,5.0
12799,0.351,0.556,18,21,13,85,3.0
12800,0.482,0.881,180,579,117,1166,3.0
12801,0.433,0.563,44,63,9,99,3.0
12802,0.442,0.818,95,23,13,188,2.0
12803,0.371,0.783,84,153,37,331,3.0
12804,0.381,0.772,68,114,28,275,3.0
12805,0.32,0.833,16,39,9,56,3.0
12806,0.444,0.703,123,115,50,262,4.0
12807,0.498,0.87,159,198,66,799,4.0
12808,0.491,0.882,161,316,67,1100,3.0
12809,0.537,0.462,89,21,10,97,2.0
12810,0.352,0.839,60,19,14,125,2.0
12811,0.504,0.694,549,84,48,891,2.0
12812,0.437,0.841,306,183,86,1359,4.0
12813,0.49,0.608,773,108,60,957,2.0
12814,0.484,0.881,181,91,61,916,4.0
12815,0.439,0.692,115,290,64,229,3.0
12816,0.446,0.863,155,32,15,253,5.0
12817,0.503,0.744,350,109,62,506,4.0
12818,0.448,0.5,26,23,7,32,5.0
12819,0.428,0.74,517,354,71,1094,5.0
12820,0.437,0.748,251,43,39,323,1.0
12821,0.529,0.727,78,138,16,263,4.0
12822,0.411,0.857,63,164,25,275,3.0
12823,0.486,0.755,361,84,37,353,1.0
12824,0.462,0.805,337,704,66,1083,3.0
12825,0.504,0.308,122,28,15,126,2.0
12826,0.415,0.551,241,54,31,467,2.0
12827,0.52,0.683,917,143,61,1008,1.0
12828,0.537,0.725,344,352,128,1463,4.0
12829,0.446,0.746,149,183,59,894,4.0
12830,0.459,0.798,283,471,160,1455,3.0
12831,0.452,0.804,196,373,65,906,3.0
12832,0.461,0.637,319,181,97,531,5.0
12833,0.452,0.7,83,6,13,146,1.0
12834,0.447,0.5,145,166,42,172,2.0
12835,0.414,0.682,89,25,13,194,2.0
12836,0.413,0.674,89,25,12,190,2.0
12837,0.424,0.78,145,161,66,543,3.0
12838,0.348,0.68,87,190,40,96,3.0
12839,0.333,0.895,7,27,6,76,3.0
12840,0.298,0.867,5,20,3,56,3.0
12841,0.5,1.0,2,7,3,20,3.0
12842,0.463,0.848,294,143,49,869,5.0
12843,0.503,0.768,563,213,74,1250,2.0
12844,0.466,0.8,428,607,145,1903,3.0
12845,0.48,0.579,48,29,13,125,5.0
12846,0.724,0.672,180,22,32,259,1.0
12847,0.483,0.743,105,91,37,388,4.0
12848,0.482,0.859,232,604,75,1476,3.0
12849,0.463,0.706,430,46,44,933,2.0
12850,0.466,0.868,80,139,44,551,4.0
12851,0.477,0.778,263,77,37,529,5.0
12852,0.449,0.882,110,285,46,592,3.0
12853,0.583,0.476,51,39,12,146,5.0
12854,0.524,0.429,44,38,11,110,5.0
12855,0.464,0.734,372,112,122,929,5.0
12856,0.601,0.615,260,38,26,541,1.0
12857,0.429,0.851,302,150,62,729,5.0
12858,0.414,0.724,28,43,8,91,4.0
12859,0.449,0.82,130,84,36,628,4.0
12860,0.438,0.535,123,42,15,155,4.0
12861,0.535,0.574,571,125,133,1127,2.0
12862,0.441,0.764,438,96,35,610,1.0
12863,0.492,0.66,216,28,23,171,5.0
12864,0.444,0.625,15,4,4,19,5.0
12865,0.496,0.667,201,24,19,152,5.0
12866,0.473,0.815,262,248,35,1330,4.0
12867,0.548,0.836,277,40,23,328,1.0
12868,0.461,0.822,765,178,63,1603,2.0
12869,0.46,0.66,311,71,24,303,2.0
12870,0.455,0.675,277,65,22,263,2.0
12871,0.53,0.905,205,143,54,701,4.0
12872,0.527,0.628,208,94,90,495,4.0
12873,0.496,0.664,496,114,82,572,5.0
12874,0.662,0.71,379,19,32,477,1.0
12875,0.464,0.78,175,81,48,564,5.0
12876,0.53,0.726,300,149,74,810,4.0
12877,0.463,0.952,142,17,10,436,2.0
12878,0.44,0.683,339,150,60,525,5.0
12879,0.469,0.848,622,242,95,2112,2.0
12880,0.545,0.758,209,58,19,352,1.0
12881,0.509,0.772,475,191,126,1107,5.0
12882,0.399,0.855,210,61,39,401,5.0
12883,0.427,0.885,130,313,53,930,3.0
12884,0.462,1.0,4,10,1,21,3.0
12885,0.426,0.882,126,303,52,909,3.0
12886,0.407,0.778,88,29,7,170,2.0
12887,0.462,0.795,37,32,7,150,3.0
12888,0.426,0.79,154,303,26,660,3.0
12889,0.487,0.824,222,45,14,558,1.0
12890,0.419,0.718,311,116,65,738,5.0
12891,0.549,0.733,292,125,56,625,5.0
12892,0.447,0.813,74,33,9,166,4.0
12893,0.487,0.858,470,87,36,911,2.0
12894,0.492,0.652,138,63,50,298,5.0
12895,0.566,0.803,611,420,75,1070,5.0
12896,0.425,0.797,145,194,60,666,3.0
12897,0.417,0.789,59,66,20,250,3.0
12898,0.43,0.803,86,128,40,416,3.0
12899,0.484,0.606,117,91,43,403,4.0
12900,0.448,0.528,40,20,12,101,4.0
12901,0.497,0.644,77,71,31,302,4.0
12902,0.426,0.788,273,243,71,1249,4.0
12903,0.518,0.772,172,42,23,436,5.0
12904,0.525,0.847,226,179,50,911,5.0
12905,0.39,0.638,155,17,21,217,2.0
12906,0.473,0.814,196,151,77,573,3.0
12907,0.323,0.833,28,42,8,72,4.0
12908,0.537,0.636,368,70,60,497,2.0
12909,0.378,0.767,159,307,54,378,3.0
12910,0.353,0.8,103,205,34,256,3.0
12911,0.439,0.625,56,102,20,122,3.0
12912,0.494,0.742,390,112,75,821,2.0
12913,0.517,0.772,202,235,69,763,3.0
12914,0.667,0.2,3,1,0,5,4.0
12915,0.47,0.75,130,31,15,197,2.0
12916,0.554,0.618,379,64,41,491,2.0
12917,0.457,0.767,632,118,53,1042,2.0
12918,0.569,0.82,522,87,80,1281,1.0
12919,0.451,0.804,226,85,63,891,3.0
12920,0.542,0.649,361,74,40,419,1.0
12921,0.552,0.718,207,135,151,998,5.0
12922,0.286,0.0,14,10,6,7,5.0
12923,0.286,0.0,14,10,6,7,5.0
12924,0.411,0.874,140,233,52,645,3.0
12925,0.382,0.841,62,83,25,299,3.0
12926,0.431,0.902,78,150,27,346,3.0
12927,0.44,0.727,54,25,14,159,4.0
12928,0.35,0.786,19,4,1,31,4.0
12929,0.455,0.75,5,0,1,13,4.0
12930,0.464,0.692,30,21,12,115,4.0
12931,0.411,0.692,28,41,13,64,3.0
12932,0.375,0.714,28,9,13,63,4.0
12933,0.308,0.778,13,5,1,23,4.0
12934,0.491,0.857,26,38,7,83,4.0
12935,0.433,0.821,103,31,19,274,5.0
12936,0.438,0.778,54,12,9,115,5.0
12937,0.41,0.903,208,396,42,895,3.0
12938,0.48,0.748,257,212,69,1089,4.0
12939,0.395,0.84,229,82,47,587,5.0
12940,0.406,0.839,158,56,23,374,5.0
12941,0.369,0.842,71,26,24,213,5.0
12942,0.457,0.769,330,175,127,878,4.0
12943,0.521,0.571,41,17,7,136,4.0
12944,0.323,0.889,23,10,8,43,3.0
12945,0.446,0.802,99,216,39,485,3.0
12946,0.492,0.611,137,207,66,347,4.0
12947,0.464,0.825,192,377,69,925,3.0
12948,0.447,0.77,156,55,75,470,4.0
12949,0.406,0.724,24,22,8,101,3.0
12950,0.548,0.773,403,134,108,810,5.0
12951,0.418,0.821,284,212,61,967,4.0
12952,0.44,0.703,437,441,130,1167,3.0
12953,0.479,0.68,260,88,44,490,2.0
12954,0.5,0.742,214,357,119,716,3.0
12955,0.595,0.632,529,59,36,480,1.0
12956,0.478,0.724,294,114,46,846,5.0
12957,0.419,0.75,38,8,2,71,5.0
12958,0.403,0.647,143,18,17,257,2.0
12959,0.403,0.583,127,16,16,234,2.0
12960,0.4,0.8,16,2,1,23,2.0
12961,0.417,0.714,19,15,8,68,4.0
12962,0.583,0.909,39,12,3,47,5.0
12963,0.451,0.779,160,248,77,527,3.0
12964,0.524,0.75,19,4,8,25,1.0
12965,0.501,0.857,188,297,93,911,3.0
12966,0.58,0.71,293,104,30,338,2.0
12967,0.484,0.815,213,441,110,1256,3.0
12968,0.579,0.714,32,18,3,153,5.0
12969,0.499,0.726,831,207,109,1614,1.0
12970,0.316,0.75,9,6,2,33,4.0
12971,0.46,0.866,158,223,59,1282,4.0
12972,0.471,0.864,183,281,47,890,4.0
12973,0.463,0.873,120,224,34,536,4.0
12974,0.483,0.837,63,57,13,354,4.0
12975,0.552,0.754,194,60,59,356,5.0
12976,0.468,0.567,330,83,62,510,2.0
12977,0.357,0.813,6,8,3,26,4.0
12978,1.0,0.0,1,3,0,2,4.0
12979,0.308,0.929,5,5,3,24,4.0
12980,0.509,0.885,334,666,128,1873,3.0
12981,0.569,0.737,541,38,41,529,1.0
12982,0.466,0.8,46,11,6,83,5.0
12983,0.441,0.642,109,28,24,144,2.0
12984,0.522,0.791,673,105,89,1394,2.0
12985,0.459,0.693,351,77,58,641,2.0
12986,0.454,0.675,282,70,46,545,2.0
12987,0.488,0.783,69,7,12,96,2.0
12988,0.387,0.6,27,8,4,66,5.0
12989,0.6,0.667,7,2,0,8,5.0
12990,0.346,0.571,20,6,4,58,5.0
12991,0.46,0.886,73,65,22,177,5.0
12992,0.516,0.818,45,32,15,112,5.0
12993,0.368,1.0,28,33,7,65,5.0
12994,0.461,0.792,123,187,33,339,4.0
12995,0.468,0.791,361,183,62,1011,5.0
12996,0.49,0.815,158,85,24,438,5.0
12997,0.451,0.771,203,98,38,573,5.0
12998,0.451,0.824,343,313,86,1791,4.0
12999,0.549,0.739,326,222,44,717,2.0
13000,0.496,0.634,300,39,30,286,1.0
13001,0.477,0.735,87,68,19,202,3.0
13002,0.481,0.625,26,19,6,88,3.0
13003,0.475,0.769,61,49,13,114,3.0
13004,0.5,0.805,119,51,29,339,5.0
13005,0.542,0.76,245,447,104,1542,4.0
13006,0.625,0.418,1071,35,101,1095,1.0
13007,0.518,0.655,160,104,41,511,5.0
13008,0.493,0.731,721,220,43,1119,1.0
13009,0.467,0.854,345,186,64,929,5.0
13010,0.549,0.873,598,445,103,2593,5.0
13011,0.448,0.909,43,19,16,145,4.0
13012,0.474,0.788,295,471,141,1560,4.0
13013,0.53,0.68,310,44,42,401,5.0
13014,0.461,0.771,341,363,84,1042,5.0
13015,0.547,0.65,684,96,70,1096,2.0
13016,0.397,0.746,104,199,38,416,3.0
13017,0.486,0.649,128,16,14,164,1.0
13018,0.523,0.669,637,91,75,970,2.0
13019,0.556,0.75,6,4,0,19,4.0
13020,0.431,0.721,197,365,78,630,3.0
13021,0.435,0.636,59,20,10,68,5.0
13022,0.402,0.775,122,117,70,425,4.0
13023,0.453,0.756,202,112,34,638,4.0
13024,0.456,0.849,232,287,67,1068,4.0
13025,0.393,1.0,23,6,4,39,4.0
13026,0.469,0.905,52,64,14,273,4.0
13027,0.464,0.895,45,61,14,241,4.0
13028,0.5,1.0,7,3,0,32,4.0
13029,0.481,0.69,208,36,10,174,1.0
13030,0.509,0.821,416,98,60,910,2.0
13031,0.485,0.526,122,63,27,315,5.0
13032,0.445,0.809,358,82,43,352,1.0
13033,0.385,0.833,97,120,41,248,3.0
13034,0.477,0.768,424,215,59,859,1.0
13035,0.483,0.736,580,201,27,1041,1.0
13036,0.481,0.822,437,209,95,1457,5.0
13037,0.391,0.773,133,40,28,350,5.0
13038,0.516,0.836,304,169,67,1107,5.0
13039,0.444,0.705,149,47,39,258,5.0
13040,0.458,0.864,542,283,151,1737,5.0
13041,0.483,0.751,558,91,41,1069,2.0
13042,0.553,0.851,202,293,70,838,4.0
13043,0.548,0.889,114,15,10,183,1.0
13044,0.542,0.673,87,20,20,194,4.0
13045,0.367,0.81,27,21,10,99,4.0
13046,0.456,0.785,165,208,74,988,4.0
13047,0.541,0.686,767,138,41,1068,1.0
13048,0.408,0.94,133,41,12,338,5.0
13049,0.38,0.962,105,33,9,242,5.0
13050,0.48,0.857,28,8,3,96,5.0
13051,0.45,0.55,111,22,10,65,1.0
13052,0.439,0.556,103,19,10,60,1.0
13053,0.46,0.794,229,104,65,618,4.0
13054,0.449,0.667,409,152,102,511,5.0
13055,0.492,0.848,275,122,70,1295,4.0
13056,0.448,0.795,380,138,57,1382,5.0
13057,0.407,0.824,78,50,22,273,4.0
13058,0.537,0.715,757,309,92,1930,2.0
13059,0.524,0.75,22,30,10,62,3.0
13060,0.433,0.784,194,52,44,404,5.0
13061,0.432,0.742,133,34,31,266,5.0
13062,0.434,0.85,61,18,13,138,5.0
13063,0.545,1.0,7,0,5,26,1.0
13064,0.545,1.0,7,0,4,26,1.0
13065,0.479,0.681,287,17,28,312,2.0
13066,0.498,0.828,121,66,44,824,4.0
13067,0.515,0.866,344,446,115,1851,4.0
13068,0.502,0.594,264,80,97,592,5.0
13069,0.51,0.714,76,15,6,93,1.0
13070,0.449,0.771,80,28,14,225,2.0
13071,0.425,0.8,85,178,28,315,3.0
13072,0.42,0.833,34,11,4,73,4.0
13073,0.492,0.963,33,5,16,84,2.0
13074,0.508,0.807,424,82,41,893,2.0
13075,0.478,0.783,660,240,44,1053,1.0
13076,0.478,0.782,452,176,31,688,1.0
13077,0.479,0.784,208,64,13,365,1.0
13078,0.434,0.8,210,35,34,132,1.0
13079,0.433,0.833,163,29,23,99,1.0
13080,0.453,0.816,391,400,110,1248,5.0
13081,0.445,0.761,310,199,51,1081,4.0
13082,0.439,0.655,114,51,44,432,5.0
13083,0.539,0.514,497,113,41,779,2.0
13084,0.439,0.77,538,91,29,871,1.0
13085,0.514,0.517,632,96,47,814,2.0
13086,0.506,0.583,294,153,64,754,2.0
13087,0.497,0.807,283,265,75,781,3.0
13088,0.55,0.685,535,54,29,696,2.0
13089,0.588,0.857,41,12,5,47,5.0
13090,0.419,0.76,192,286,80,666,3.0
13091,0.459,0.81,142,268,56,487,3.0
13092,0.0,0.5,0,1,1,1,4.0
13093,0.572,0.682,244,76,27,538,1.0
13094,0.594,0.547,866,131,60,1297,1.0
13095,0.398,0.938,132,23,16,181,5.0
13096,0.503,0.813,409,67,31,579,2.0
13097,0.546,0.784,709,85,39,1227,2.0
13098,0.558,0.652,293,263,95,588,5.0
13099,0.446,0.823,342,72,46,618,2.0
13100,0.458,0.861,259,433,108,1478,3.0
13101,0.435,0.839,223,324,56,760,3.0
13102,0.477,0.893,313,331,85,1047,3.0
13103,0.417,0.5,10,5,6,15,5.0
13104,0.5,0.545,42,3,3,28,1.0
13105,0.286,1.0,12,3,0,6,5.0
13106,0.622,0.75,533,488,121,2089,2.0
13107,0.25,0.0,7,17,2,11,3.0
13108,0.412,0.72,55,7,9,84,2.0
13109,0.75,0.75,9,1,0,9,4.0
13110,0.75,0.5,6,1,0,7,4.0
13111,0.512,0.69,792,155,67,1594,1.0
13112,0.484,0.741,219,130,56,831,5.0
13113,0.5,1.0,22,11,1,40,4.0
13114,0.397,0.751,244,609,101,1241,3.0
13115,0.5,0.729,175,39,21,270,2.0
13116,0.593,0.636,505,115,56,799,2.0
13117,0.483,0.86,97,31,27,250,5.0
13118,0.548,0.844,166,111,42,384,5.0
13119,0.489,0.815,270,216,47,1245,4.0
13120,0.409,0.731,55,20,6,100,4.0
13121,0.455,0.773,51,16,6,91,4.0
13122,0.182,0.5,4,4,0,9,4.0
13123,0.466,0.792,348,124,86,715,5.0
13124,0.0,0.0,2,1,1,0,4.0
13125,0.214,0.636,23,9,3,97,5.0
13126,0.508,0.667,114,26,14,216,2.0
13127,0.581,0.605,528,87,53,921,2.0
13128,0.502,0.823,107,114,35,343,4.0
13129,0.513,0.765,229,58,11,404,1.0
13130,0.492,0.73,598,75,28,987,1.0
13131,0.5,0.9,16,6,3,37,5.0
13132,0.476,0.815,219,95,32,472,2.0
13133,0.483,0.614,324,52,43,448,5.0
13134,0.523,0.513,146,72,40,226,2.0
13135,0.466,0.802,255,352,69,1291,3.0
13136,0.479,0.926,282,208,70,850,4.0
13137,0.386,0.806,49,43,11,191,4.0
13138,0.483,0.797,189,115,56,665,4.0
13139,0.404,0.64,42,71,26,132,3.0
13140,0.455,0.798,215,543,100,1090,3.0
13141,0.333,1.0,2,2,1,19,4.0
13142,0.531,0.884,187,115,65,761,4.0
13143,0.511,0.818,49,32,20,221,4.0
13144,0.54,0.9,138,83,45,540,4.0
13145,0.523,0.78,643,147,48,1257,2.0
13146,0.579,0.802,412,133,114,844,5.0
13147,0.482,0.762,111,18,7,98,1.0
13148,0.497,0.787,158,20,18,302,2.0
13149,0.51,0.788,110,57,53,268,5.0
13150,0.447,0.871,288,457,64,1695,3.0
13151,0.492,0.823,187,294,68,890,3.0
13152,0.486,0.827,246,245,93,629,3.0
13153,0.566,0.817,102,16,9,352,1.0
13154,0.552,0.818,700,73,25,908,1.0
13155,0.502,0.821,963,341,59,2010,2.0
13156,0.46,0.813,369,586,121,1417,3.0
13157,0.349,0.625,39,42,14,159,3.0
13158,0.464,0.865,160,271,50,544,3.0
13159,0.484,0.621,257,24,41,272,1.0
13160,0.518,0.785,497,124,90,791,5.0
13161,0.411,0.528,155,477,48,430,3.0
13162,0.46,0.738,110,33,27,329,5.0
13163,0.455,0.754,105,31,26,314,5.0
13164,0.667,0.5,5,2,1,15,5.0
13165,0.516,0.579,134,50,25,137,2.0
13166,0.448,0.891,203,121,66,1298,4.0
13167,0.421,1.0,22,19,6,74,4.0
13168,0.49,0.837,289,197,76,1343,4.0
13169,0.313,0.545,39,52,9,82,3.0
13170,0.277,0.667,24,40,5,52,3.0
13171,0.412,0.5,15,12,4,30,3.0
13172,0.433,0.864,124,113,28,608,4.0
13173,0.483,0.692,27,15,9,40,5.0
13174,0.469,0.685,119,21,21,184,2.0
13175,0.378,0.744,79,120,22,280,3.0
13176,0.449,0.676,48,27,14,201,4.0
13177,0.419,0.804,235,82,45,720,4.0
13178,0.516,0.729,373,333,58,661,2.0
13179,0.514,0.857,194,138,111,1209,4.0
13180,0.379,0.667,27,63,4,73,3.0
13181,0.454,0.861,310,169,83,990,5.0
13182,0.48,0.853,103,52,46,503,4.0
13183,0.452,0.779,130,197,34,283,4.0
13184,0.452,0.745,73,100,15,176,4.0
13185,0.452,0.833,57,97,19,107,4.0
13186,0.539,0.806,52,43,24,200,5.0
13187,0.505,0.821,207,130,26,579,5.0
13188,0.395,0.709,147,26,22,257,2.0
13189,0.5,0.89,169,149,68,826,3.0
13190,0.487,0.731,627,232,129,1328,2.0
13191,0.364,0.579,26,2,6,22,2.0
13192,0.497,0.657,760,171,91,1249,2.0
13193,0.468,0.765,136,112,60,499,4.0
13194,0.466,0.654,26,44,13,107,3.0
13195,0.442,0.714,13,31,8,83,3.0
13196,0.667,0.5,5,5,2,9,3.0
13197,0.444,0.333,8,8,3,15,3.0
13198,0.483,0.761,319,88,72,796,5.0
13199,0.512,0.792,485,144,68,1115,2.0
13200,0.462,0.828,140,59,38,636,4.0
13201,0.519,0.604,225,34,20,341,2.0
13202,0.539,0.754,528,62,27,770,1.0
13203,0.478,0.65,53,6,8,143,4.0
13204,0.526,0.5,92,14,15,189,1.0
13205,0.52,0.333,32,6,6,67,1.0
13206,0.529,0.571,60,8,9,122,1.0
13207,0.436,0.59,44,49,19,140,3.0
13208,0.443,1.0,52,7,3,76,2.0
13209,0.4,0.917,29,86,7,102,3.0
13210,0.43,0.895,90,83,18,548,4.0
13211,0.41,0.833,50,46,7,301,4.0
13212,0.456,0.961,40,37,11,247,4.0
13213,0.238,0.875,15,13,0,26,4.0
13214,0.444,0.857,231,476,52,820,3.0
13215,0.459,0.825,255,25,18,435,2.0
13216,0.476,0.737,900,431,99,1007,1.0
13217,0.333,1.0,58,13,12,178,2.0
13218,0.532,0.899,498,216,73,1735,2.0
13219,0.333,0.667,19,8,6,44,5.0
13220,0.375,0.75,8,2,1,18,5.0
13221,0.308,0.6,11,6,5,26,5.0
13222,0.505,0.687,364,78,39,429,1.0
13223,0.448,0.78,329,327,129,1106,3.0
13224,0.5,0.811,365,109,35,607,1.0
13225,0.426,0.808,168,48,20,343,5.0
13226,0.428,0.846,333,136,45,408,1.0
13227,0.483,0.727,20,52,14,136,3.0
13228,0.509,0.811,155,388,36,1134,3.0
13229,0.528,0.742,409,298,88,1226,5.0
13230,0.503,0.704,342,78,55,555,2.0
13231,0.494,0.563,99,15,13,118,2.0
13232,0.506,0.745,243,63,42,437,2.0
13233,0.498,0.855,268,663,154,1185,3.0
13234,0.453,0.552,305,67,26,211,1.0
13235,0.507,0.826,348,178,86,1010,5.0
13236,0.666,0.626,308,60,49,520,1.0
13237,0.444,0.808,26,20,5,94,4.0
13238,0.414,0.667,57,10,8,78,5.0
13239,0.34,0.644,105,241,68,213,3.0
13240,0.542,0.0,10,13,1,44,4.0
13241,0.388,0.692,43,66,25,74,4.0
13242,0.451,0.917,129,228,67,252,3.0
13243,0.426,0.567,234,119,39,454,5.0
13244,0.435,0.754,122,32,26,206,2.0
13245,0.474,0.742,795,200,54,1372,2.0
13246,0.507,0.915,74,78,28,532,4.0
13247,0.3,0.714,20,7,6,32,4.0
13248,0.406,0.654,97,176,32,306,3.0
13249,0.391,0.684,62,122,23,206,3.0
13250,0.441,0.571,35,54,9,100,3.0
13251,0.416,0.636,129,160,45,530,3.0
13252,0.564,0.7,94,15,19,75,4.0
13253,0.447,0.94,136,234,43,677,3.0
13254,0.463,0.835,81,112,36,457,3.0
13255,0.483,0.564,307,34,23,339,2.0
13256,0.442,0.627,164,294,40,350,3.0
13257,0.359,0.844,32,43,5,159,3.0
13258,0.458,0.837,252,79,64,879,4.0
13259,0.393,0.802,342,704,191,781,3.0
13260,0.326,0.6,44,24,5,79,4.0
13261,0.333,1.0,46,44,12,105,5.0
13262,0.354,0.733,117,103,35,298,4.0
13263,0.472,0.473,165,19,18,178,1.0
13264,0.425,0.674,60,93,17,183,3.0
13265,0.474,0.728,391,81,26,626,2.0
13266,0.558,0.78,284,75,30,767,2.0
13267,0.495,0.768,220,94,79,383,4.0
13268,0.457,0.807,203,340,49,1021,3.0
13269,0.441,0.782,117,206,33,578,3.0
13270,0.484,0.841,86,134,16,443,3.0
13271,0.0,0.5,0,4,0,1,3.0
13272,0.591,0.375,16,14,3,29,5.0
13273,0.611,0.375,14,12,2,25,5.0
13274,0.418,0.746,308,129,92,495,4.0
13275,0.341,0.756,81,68,26,250,4.0
13276,0.476,0.744,237,52,28,350,1.0
13277,0.491,0.766,181,47,23,306,1.0
13278,0.492,0.826,303,75,61,784,5.0
13279,0.375,0.72,55,6,9,75,5.0
13280,0.344,0.733,14,34,9,54,4.0
13281,0.453,0.6,44,50,10,110,4.0
13282,0.457,0.564,129,179,49,261,3.0
13283,0.436,0.652,296,219,65,1071,5.0
13284,0.462,0.532,520,252,105,1264,5.0
13285,0.456,0.756,124,68,29,346,4.0
13286,0.222,0.5,8,0,1,14,5.0
13287,0.286,0.5,8,0,1,14,5.0
13288,0.455,0.821,290,32,10,508,1.0
13289,0.528,0.699,363,90,29,483,1.0
13290,0.545,0.711,558,359,54,1080,4.0
13291,0.579,0.594,226,36,35,159,1.0
13292,0.556,0.667,20,12,3,18,4.0
13293,0.455,0.836,169,152,54,1012,4.0
13294,0.475,0.778,601,118,35,982,2.0
13295,0.424,0.553,60,22,13,208,5.0
13296,0.354,0.8,15,36,12,89,3.0
13297,0.469,0.846,208,528,89,1304,3.0
13298,0.327,0.743,40,58,10,107,4.0
13299,0.25,0.688,19,28,2,45,4.0
13300,0.422,0.789,21,30,8,62,4.0
13301,0.472,0.71,266,57,29,622,5.0
13302,0.402,0.698,68,72,35,138,4.0
13303,0.327,0.667,37,56,13,159,3.0
13304,0.556,1.0,3,3,0,14,5.0
13305,0.5,1.0,3,2,0,7,5.0
13306,0.504,0.85,210,454,93,1465,3.0
13307,0.5,0.0,21,2,0,15,2.0
13308,0.507,0.712,247,73,53,461,5.0
13309,0.464,0.795,249,181,74,1488,4.0
13310,0.478,0.693,754,72,42,961,2.0
13311,0.443,0.804,198,77,58,703,4.0
13312,0.438,0.808,124,47,31,383,4.0
13313,0.45,0.8,74,30,27,320,4.0
13314,0.45,0.805,168,42,19,393,2.0
13315,0.45,0.776,529,141,110,760,5.0
13316,0.339,0.5,89,33,19,115,5.0
13317,0.444,0.813,408,262,67,1131,5.0
13318,0.455,0.829,322,198,56,939,5.0
13319,0.398,0.706,86,64,11,192,5.0
13320,0.434,0.833,59,116,23,200,4.0
13321,0.425,0.833,57,110,22,173,4.0
13322,0.5,0.833,2,6,1,27,4.0
13323,0.532,0.762,714,57,24,916,1.0
13324,0.502,0.681,629,140,69,546,1.0
13325,0.49,0.938,34,95,6,176,3.0
13326,0.442,0.855,139,228,25,582,4.0
13327,0.583,0.571,34,6,4,92,2.0
13328,0.557,0.733,241,252,79,1028,4.0
13329,0.455,0.685,195,209,63,1113,4.0
13330,0.417,0.837,306,447,86,1289,3.0
13331,0.458,0.805,333,721,149,1583,3.0
13332,0.584,0.465,212,143,73,298,5.0
13333,0.524,0.833,9,10,8,48,3.0
13334,0.492,0.784,101,107,60,414,3.0
13335,0.25,1.0,15,28,5,12,3.0
13336,0.502,0.84,222,97,41,759,5.0
13337,0.491,0.789,542,223,61,1118,2.0
13338,0.482,0.826,263,319,88,1002,3.0
13339,0.5,0.801,168,392,93,915,3.0
13340,0.436,0.875,26,1,4,54,2.0
13341,0.474,0.708,297,55,44,570,5.0
13342,0.486,0.731,130,72,35,404,4.0
13343,0.45,0.849,124,210,45,625,3.0
13344,0.503,0.781,334,78,54,603,2.0
13345,0.441,0.876,153,321,55,721,3.0
13346,0.492,0.7,167,30,19,202,2.0
13347,0.539,0.712,150,26,15,190,1.0
13348,0.465,0.656,149,187,35,417,3.0
13349,0.448,0.625,59,17,24,139,5.0
13350,0.618,0.4,20,5,7,48,5.0
13351,0.442,0.754,191,64,23,343,5.0
